"","Postal.Code","subdivision_first_letter","Bedrooms.Total","Bathrooms.Total.Decimal","price"
"2771","76240","Scott ",3,"2",280000
"2772","76240","Southp",3,"2",188500
"2773","76240","Vintag",3,"2",264000
"2774","76244","Arcadi",3,"2",369400
"2775","76244","Arcadi",3,"2.1",420000
"2776","76244","Big Be",3,"2",337000
"2777","76244","Big Be",3,"3",397000
"2778","76244","Covent",3,"2.1",406000
"2779","76244","Herita",3,"2",379780
"2780","76244","Herita",3,"2.1",392000
"2781","76244","Hillsb",3,"2",415000
"2782","76244","Hillsb",3,"2.1",445000
"2783","76244","Mc Phe",3,"2",361228.5
"2784","76244","Mc Phe",3,"3",386000
"2785","76244","Pine T",3,"2",295000
"2786","76244","Rollin",3,"2",413333.333333333
"2787","76244","Sarato",3,"2",407500
"2788","76244","Trace ",3,"2",328500
"2789","76244","Valley",3,"2",332500
"2790","76244","Villag",3,"2",377166.666666667
"2791","76244","Villag",3,"2.1",354000
"2792","76244","Vineya",3,"2",375000
"2793","76244","Vineya",3,"2.1",390000
"2794","76244","Vista ",3,"2",358750
"2795","76245","JB Wil",3,"2",210000
"2796","76245","Willia",1,"1",80000
"2797","76247","Buddy ",3,"2",332750
"2798","76247","Dove H",3,"2",375000
"2799","76247","Harrie",3,"2",287450
"2800","76247","Magnum",3,"2",305000
"2801","76247","Meadow",3,"2",345000
"2802","76247","Pecan ",3,"2",430000
"2803","76247","Reatta",3,"2",330100
"2804","76247","Reatta",3,"2.1",315000
"2805","76247","Rivers",3,"2",350000
"2806","76247","Wilson",3,"2",265000
"2807","76248","Clover",3,"2",351000
"2808","76248","High C",3,"2",370333.333333333
"2809","76248","Parkwo",3,"2",447000
"2810","76248","Ranch ",3,"2",360000
"2811","76248","Sweet ",2,"1",150000
"2812","76248","West B",2,"1",277000
"2813","76248","West B",3,"2",308000
"2814","76248","Yates ",3,"2",305000
"2815","76249","Fowler",3,"2",375000
"2816","76249","High R",2,"1",228000
"2817","76249","Hollym",3,"2",275250
"2818","76249","HOMEPL",3,"2",270000
"2819","76249","Hopkin",3,"2",407738
"2820","76249","Northr",3,"1",250000
"2821","76249","O T Kr",2,"2",230000
"2822","76249","O T Kr",3,"2",355000
"2823","76249","Saddle",3,"2",350000
"2824","76249","Saddle",3,"2.1",337000
"2825","76251","Origin",2,"1",85000
"2826","76252","Schill",3,"2",360000
"2827","76255","Landor",3,"1",90000
"2828","76255","Origin",3,"1",125000
"2829","76258","C Smit",3,"1",189900
"2830","76258","C Smit",3,"2",330000
"2831","76258","Edgar ",3,"2",315000
"2832","76258","Villag",3,"2.1",317990
"2833","76258","Villag",3,"3",317990
"2834","76258","White",1,"1.1",140000
"2835","76258","White",3,"1",161000
"2836","76258","Whitwo",3,"2",310000
"2837","76259","Big Sk",3,"2",282321.052631579
"2838","76259","F Davi",3,"1.1",280000
"2839","76259","Reming",3,"2",350000
"2840","76259","Steamb",3,"2",389000
"2841","76262","Chadwi",3,"2",377666.666666667
"2842","76262","Countr",3,"2",372500
"2843","76262","Lost C",3,"2",324000
"2844","76262","Lost C",3,"2.1",320000
"2845","76262","Lost S",3,"2",325000
"2846","76262","The Pa",3,"2.1",423000
"2847","76262","Trophy",3,"2",385000
"2848","76264","Walker",2,"1.1",360000
"2849","76266","Chisam",3,"2",410000
"2850","76266","Gatewa",3,"2",231000
"2851","76266","Hampto",3,"2",258333.333333333
"2852","76266","Lake R",3,"2",308240
"2853","76266","Patton",3,"2",440000
"2854","76266","R Bebe",3,"3",387500
"2855","76266","Sable ",3,"2",3e+05
"2856","76266","Sanger",3,"2",380950
"2857","76273","BERRY ",3,"2",309000
"2858","76273","Buchan",3,"2",239999
"2859","76273","BUCHAN",3,"1",185000
"2860","76273","Center",3,"2",270000
"2861","76273","Daughe",3,"2",270000
"2862","76273","G-0293",3,"2",246600
"2863","76273","Parkri",3,"2",210000
"2864","76273","Pecan ",3,"2",283000
"2865","76273","Town N",3,"2",3e+05
"2866","76301","Inglew",3,"1",105000
"2867","76308","Faith ",3,"1",146700
"2868","76308","Meadow",3,"1.1",172500
"2869","76310","Belair",3,"3",175000
"2870","76363","None",3,"2",81000
"2871","76367","Tarran",3,"1",280000
"2872","76371","LEE",2,"2",40000
"2873","76374","Roosev",3,"2",108000
"2874","76380","Miller",3,"2",160000
"2875","76380","Origin",3,"1",92000
"2876","76380","Other",2,"1",79000
"2877","76401","Butler",2,"1",187250
"2878","76401","Butler",3,"1",108000
"2879","76401","City A",2,"1",125000
"2880","76401","City A",3,"2",277500
"2881","76401","Clifto",1,"1",94000
"2882","76401","Crow S",2,"1",127500
"2883","76401","Dale A",3,"2",255000
"2884","76401","Denman",2,"2",272700
"2885","76401","Elk Ri",3,"2",335000
"2886","76401","Frey A",1,"1",94000
"2887","76401","River ",3,"2",268500
"2888","76401","Shapar",1,"1",75000
"2889","76401","Sims A",3,"2",285000
"2890","76401","Sloan ",2,"1",107450
"2891","76401","West O",2,"2",225000
"2892","76424","Hillto",3,"2",250000
"2893","76424","Miller",2,"2",128350
"2894","76426","Lakevu",2,"1",135000
"2895","76426","Lakevu",2,"2.1",360000
"2896","76426","Origin",3,"1",105000
"2897","76426","Origin",3,"2",295000
"2898","76426","Runawa",3,"2",268750
"2899","76426","Runawa",3,"2.1",4e+05
"2900","76431","Origin",3,"1.1",2e+05
"2901","76431","Reed A",3,"2",224900
"2902","76442","836",3,"1.1",135000
"2903","76442","Highla",3,"1",140000
"2904","76442","Keele",3,"2",125000
"2905","76444","Centra",3,"2",247000
"2906","76446","Hi-Poi",2,"2",160000
"2907","76448","Daughe",3,"2",41000
"2908","76448","Harrel",3,"2",103000
"2909","76448","Oak Ho",3,"2",225000
"2910","76448","Ot Eas",2,"1",155000
"2911","76448","Ot Eas",3,"2",325000
"2912","76450","Candle",3,"2",150000
"2913","76450","Crestv",2,"1",85000
"2914","76450","Dark C",2,"2",206001
"2915","76450","East L",1,"1",359000
"2916","76450","Indian",3,"2",230000
"2917","76450","Tangle",3,"2",225000
"2918","76457","Braune",3,"2",425000
"2919","76457","Cox-We",3,"2",244450
"2920","76457","Grubbs",2,"2.1",180000
"2921","76457","Grubbs",3,"2",170000
"2922","76458","Countr",3,"2",275000
"2923","76458","na",3,"1",90000
"2924","76458","Richar",3,"1",130000
"2925","76458","Tangle",3,"2",235000
"2926","76462","Aiken ",2,"1",166475
"2927","76463","Thurbe",2,"2",209000
"2928","76470","F&Sw B",1,"1",11500
"2929","76470","F&Sw B",3,"1",22500
"2930","76476","TOLAR",2,"1",105000
"2931","76487","GREGOR",2,"2",332000
"2932","76487","Seaber",3,"2",424950
"2933","76531","Spring",3,"2",260000
"2934","76579","Five &",3,"2",260000
"2935","76634","J M WH",3,"1",205650
"2936","76636","Coving",3,"2",219000
"2937","76639","Dawson",3,"2",105966.666666667
"2938","76639","Eldora",3,"2",225000
"2939","76645","Buck",3,"2",210000
"2940","76645","Countr",3,"2",245000
"2941","76645","Craig",3,"1.1",215000
"2942","76645","Patton",3,"2",215000
"2943","76645","Steine",3,"1",84000
"2944","76645","Sweene",3,"2",271000
"2945","76648","HUBBAR",2,"2",195000
"2946","76648","J BULL",3,"1.1",127500
"2947","76651","O T IT",3,"1",125000
"2948","76651","S Wins",3,"2",350000
"2949","76654","Horton",3,"2",365000
"2950","76667","Mexia",3,"2",145000
"2951","76673","Mt Cal",2,"1",115000
"2952","76673","Mt Cal",2,"2",50000
"2953","76687","RDIV 0",1,"1",110000
"2954","76691","Ingrah",2,"1",165000
"2955","76691","Polans",3,"2",185000
"2956","76692","Greenw",3,"1",2e+05
"2957","76692","White ",3,"2",358566.666666667
"2958","76692","White ",3,"2.1",345000
"2959","76692","Whitne",3,"2",135250
"2960","76707","Queen ",3,"1",180000
"2961","76708","Cougar",3,"2",320000
"2962","76801","Brough",3,"2",215000
"2963","76801","Chula ",3,"1.1",165500
"2964","76801","Englis",2,"1.1",145000
"2965","76801","Englis",3,"2",355000
"2966","76801","None",3,"2",225000
"2967","76801","River ",3,"2",208000
"2968","76801","South ",3,"2",188000
"2969","76801","Stoneg",3,"2",164000
"2970","76801","THOMPS",3,"2",390000
"2971","76801","Woodla",3,"2",210000
"2972","76802","Hudson",2,"0.2",119900
"2973","76823","Samual",2,"1",115000
"2974","76823","Seymor",3,"2",205000
"2975","76825","Crothe",2,"1",78000
"2976","76825","Highla",3,"2",178250
"2977","76825","Luhr",3,"2",115000
"2978","76825","Southg",3,"2",229900
"2979","76844","0",3,"2",170000
"2980","76844","Fairma",3,"2",125000
"2981","76871","Taylor",3,"2",245000
"2982","76877","Highla",3,"2",189900
"2983","76877","Westvi",3,"2",105000
"2984","78416","Presco",3,"1",68250
"2985","79501","Buie H",2,"1.1",93000
"2986","79501","Origin",2,"1",22000
"2987","79508","Redroc",3,"1",208500
"2988","79510","ABST 8",3,"2",165000
"2989","79510","Charle",3,"1.1",114900
"2990","79510","Cont C",2,"2",135000
"2991","79510","Highla",3,"2",265000
"2992","79510","Legacy",3,"2",328400
"2993","79510","Meadow",3,"2",250000
"2994","79510","none",3,"1",202000
"2995","79510","Railro",2,"1",75000
"2996","79510","Sherwo",3,"2",153000
"2997","79510","Tangle",3,"2",195000
"2998","79520","R D Mo",3,"1.1",70500
"2999","79521","Meador",3,"2",140000
"3000","79529","Reeder",3,"1",85000
"3001","79536","MERKEL",3,"2",190100
"3002","79543","El Pas",3,"2",75000
"3003","79545","Southe",2,"2",130000
"3004","79546","H&Tc R",2,"2",137500
"3005","79546","Inside",3,"1",53000
"3006","79547","JONES",3,"2",195000
"3007","79547","Origin",2,"1",20000
"3008","79553","Souths",3,"1",80000
"3009","79561","Origin",2,"1",75000
"3010","79562","Deer V",3,"3",442000
"3011","79562","Iberis",3,"2",275000
"3012","79562","Reming",3,"2.1",333000
"3013","79562","Tuscol",3,"2",342500
"3014","79601","Abilen",3,"3",384500
"3015","79601","Colleg",3,"2",37000
"3016","79601","Herita",3,"2",230000
"3017","79601","Hillcr",3,"2",235000
"3018","79601","Lake F",3,"2",180000
"3019","79601","Ot Abi",3,"1",18000
"3020","79601","Radfor",3,"2",208725
"3021","79601","The En",3,"2",262500
"3022","79601","Univer",3,"2",193500
"3023","79601","Wildli",3,"2.1",280000
"3024","79602","Alta V",2,"1",145000
"3025","79602","Alta V",2,"2",160000
"3026","79602","Belmon",2,"1",105000
"3027","79602","Belmon",2,"2",115000
"3028","79602","Belmon",3,"2",179900
"3029","79602","Bent T",3,"2",303000
"3030","79602","Canter",3,"2",175000
"3031","79602","Carria",3,"2",270500
"3032","79602","Charle",3,"1",145000
"3033","79602","Cowden",2,"2",178500
"3034","79602","Dakota",3,"2",295000
"3035","79602","I S Ga",3,"2.1",181000
"3036","79602","Indian",3,"2",253300
"3037","79602","Jaloni",2,"1",41000
"3038","79602","Lone S",3,"2",325000
"3039","79602","Lytle ",3,"2",229333.333333333
"3040","79602","McMurr",2,"1",135000
"3041","79602","Ot Abi",3,"1",85000
"3042","79602","Pack S",3,"2",390000
"3043","79602","Parksi",3,"2",254000
"3044","79602","Potosi",3,"2",265925
"3045","79602","Southl",3,"2",315000
"3046","79602","W B Ha",3,"2",150182
"3047","79603","Arthel",3,"1",132900
"3048","79603","Bel Ai",3,"2",199750
"3049","79603","Bel Ai",3,"2.1",182000
"3050","79603","Colleg",3,"1",54500
"3051","79603","Cresce",2,"1",78500
"3052","79603","Green ",3,"1.1",129900
"3053","79603","Green ",3,"2",139500
"3054","79603","Lakesi",2,"2",70000
"3055","79603","Northw",3,"2",184600
"3056","79603","Oakwoo",3,"1",121000
"3057","79603","Park P",3,"2",95000
"3058","79603","Pecan ",3,"1",125000
"3059","79603","Richla",3,"1.1",2e+05
"3060","79603","Richla",3,"2",209000
"3061","79603","Richla",3,"2.1",230000
"3062","79603","Treela",3,"2",120000
"3063","79603","Univer",3,"2",135000
"3064","79603","West F",3,"2",151000
"3065","79603","Wester",3,"2",99000
"3066","79603","Willow",3,"2",185900
"3067","79605","Baker ",3,"2",105000
"3068","79605","Brookh",3,"2",215840
"3069","79605","Christ",2,"1",147000
"3070","79605","Elmwoo",2,"1",105000
"3071","79605","Elmwoo",3,"1",127950
"3072","79605","Elmwoo",3,"1.1",140000
"3073","79605","Elmwoo",3,"2",225000
"3074","79605","ELMWOO",3,"1",132000
"3075","79605","Fair P",3,"1",128000
"3076","79605","Ivanho",3,"2",242500
"3077","79605","Mc Mur",3,"2",180000
"3078","79605","Over P",3,"2",160000
"3079","79605","Quail ",3,"2",169600
"3080","79605","Raymon",2,"1",110000
"3081","79605","Rivers",2,"1",92000
"3082","79605","Sayles",3,"1.1",142500
"3083","79605","SAYLES",3,"1",149700
"3084","79605","Scott ",2,"1",90000
"3085","79605","Southw",2,"1",122950
"3086","79605","Southw",3,"1",142450
"3087","79605","Spring",3,"1",140000
"3088","79605","Thornt",3,"1.1",170000
"3089","79605","Wychwo",2,"2",150000
"3090","79605","Wychwo",3,"2",218000
"3091","79606","Antill",3,"2",338000
"3092","79606","berry",3,"3",325000
"3093","79606","Butter",2,"2",225000
"3094","79606","Butter",3,"2",268725
"3095","79606","Button",3,"2",225000
"3096","79606","BUTTON",3,"2",199000
"3097","79606","Castle",3,"2",168633.333333333
"3098","79606","Countr",3,"2",215500
"3099","79606","Esman",3,"2",270000
"3100","79606","Fairwa",3,"2",281111
"3101","79606","Fairwa",3,"3",306500
"3102","79606","Hampto",3,"2",241950
"3103","79606","Mesqui",2,"1",144050
"3104","79606","Mesqui",3,"2",215447.5
"3105","79606","Royal ",3,"2",198750
"3106","79606","Southe",3,"2",364000
"3107","79606","Stoneg",3,"2.1",240000
"3108","79606","The Oa",3,"2",234900
"3109","79606","Tribut",3,"2",406000
"3110","79606","Tuscan",3,"2",255400
"3111","79606","Twin O",3,"2",262000
"3112","79606","Vista ",3,"2.1",337000
"3113","79606","Woodla",3,"2",325000
"3114","79606","Woodla",3,"2.1",435000
"3115","79606","Wyndro",3,"1.1",115608
"3116","79606","Wyndro",3,"2",187000
